Date,Team1,Team2,Map,Event
10/3/19,forZe (16),Unicorns of Love (4),"mrg
                      Mirage",ESEA MDL Season 30 Europe
10/3/19,FCDB (16),Amazing Wicked  (6),"inf
                      Inferno",META '19
10/3/19,Amazing Wicked  (11),FCDB (16),"nuke
                      Nuke",META '19
10/3/19,Zorka (16),SHIPACHI (2),"trn
                      Train",META '19
10/3/19,Zorka (7),SHIPACHI (16),"d2
                      Dust2",META '19
10/3/19,SHIPACHI (15),Zorka (19),"inf
                      Inferno",META '19
10/3/19,Grayhound (16),Rooster (5),"cch
                      Cache",ESEA MDL Season 30 Australia
10/3/19,iNTACT (6),FURIA (16),"nuke
                      Nuke",ESEA MDL Season 30 North America
10/3/19,Kadmus7 (2),Anunnaki (16),"mrg
                      Mirage",ESL Pro League Season 9 LatAm North Closed Qualifier
10/3/19,Kadmus7 (3),Anunnaki (16),"inf
                      Inferno",ESL Pro League Season 9 LatAm North Closed Qualifier
10/3/19,Unity (8),iNTACT (16),"ovp
                      Overpass",DreamHack Open Rio 2019 North America Open Qualifier
10/3/19,LiViD (19),Hot Ass (16),"ovp
                      Overpass",DreamHack Open Rio 2019 North America Open Qualifier
10/3/19,Swole Patrol (16),Black (13),"inf
                      Inferno",DreamHack Open Rio 2019 North America Open Qualifier
10/3/19,Legacy (15),FULL SEND (19),"trn
                      Train",DreamHack Open Rio 2019 North America Open Qualifier
9/3/19,Anunnaki (3),Niknexus (16),"mrg
                      Mirage",ESL Pro League Season 9 LatAm North Closed Qualifier
9/3/19,Anunnaki (16),Niknexus (13),"ovp
                      Overpass",ESL Pro League Season 9 LatAm North Closed Qualifier
9/3/19,Niknexus (16),Anunnaki (12),"cch
                      Cache",ESL Pro League Season 9 LatAm North Closed Qualifier
9/3/19,Jaguar (16),Kadmus7 (1),"ovp
                      Overpass",ESL Pro League Season 9 LatAm North Closed Qualifier
9/3/19,Jaguar (16),Kadmus7 (1),"mrg
                      Mirage",ESL Pro League Season 9 LatAm North Closed Qualifier
9/3/19,iNTACT (16),Luminosity (8),"mrg
                      Mirage",ESEA MDL Season 30 North America
9/3/19,FURIA (16),Luminosity (4),"ovp
                      Overpass",ESEA MDL Season 30 North America
9/3/19,TeamOne (22),Zone (18),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
9/3/19,TeamOne (16),Zone (3),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
8/3/19,KoN Sweden (16),KoN Denmark (5),"mrg
                      Mirage",King of Nordic Season 13
8/3/19,KoN Finland (16),KoN Sweden (19),"nuke
                      Nuke",King of Nordic Season 13
8/3/19,KoN Norway (14),KoN Finland (16),"mrg
                      Mirage",King of Nordic Season 13
8/3/19,3DMAX (16),HoP (10),"inf
                      Inferno",NoxFire League Season 2
8/3/19,Unicorns of Love (5),Epsilon (16),"nuke
                      Nuke",ESEA MDL Season 30 Europe
8/3/19,NoChance (12),AVANGAR (16),"mrg
                      Mirage",LOOT.BET Season 1
8/3/19,NoChance (11),AVANGAR (16),"ovp
                      Overpass",LOOT.BET Season 1
8/3/19,The Fundamentals (0),TeamOne (16),"mrg
                      Mirage",ESEA MDL Season 30 North America
8/3/19,Party Astronauts (6),Bad News Bears (16),"cch
                      Cache",ECS Season 7 North America Pinnacle Cup
8/3/19,Party Astronauts (14),Bad News Bears (16),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
8/3/19,Party Astronauts (16),Bad News Bears (14),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
8/3/19,Denial (16),TeamOne (2),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
8/3/19,Denial (8),TeamOne (16),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
8/3/19,Denial (16),TeamOne (3),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
8/3/19,Infamous (4),MASSIVEimpact (16),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
8/3/19,Infamous (14),MASSIVEimpact (16),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
8/3/19,Zone (16),iNTACT (14),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
8/3/19,iNTACT (14),Zone (16),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
8/3/19,Zone (14),iNTACT (16),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
8/3/19,The Quest (11),FURIA (16),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
8/3/19,Final Feature (16),Mythic (11),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
8/3/19,Mythic (14),Final Feature (16),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
8/3/19,FURIA (16),The Quest (6),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,devils.one (16),GamePub (4),"mrg
                      Mirage",NoxFire League Season 2
7/3/19,Nexus (16),Unicorns of Love (14),"cch
                      Cache",NoxFire League Season 2
7/3/19,expert (11),Uruguay (16),"d2
                      Dust2",ESEA MDL Season 30 Europe
7/3/19,Virtus.pro (8),Izako Boars (16),"d2
                      Dust2",ESEA MDL Season 30 Europe
7/3/19,3DMAX (16),devils.one (6),"cch
                      Cache",NoxFire League Season 2
7/3/19,Heroic (16),x-kom (14),"nuke
                      Nuke",ECS Season 7 Europe Pinnacle Cup
7/3/19,Heroic (16),x-kom (12),"d2
                      Dust2",ECS Season 7 Europe Pinnacle Cup
7/3/19,x-kom (16),Heroic (6),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
7/3/19,Nemiga (14),Windigo (16),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
7/3/19,Nemiga (19),Windigo (22),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
7/3/19,Chaos (9),Movistar Riders (16),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
7/3/19,Chaos (4),Movistar Riders (16),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
7/3/19,Sprout (11),AVANGAR (16),"d2
                      Dust2",ECS Season 7 Europe Pinnacle Cup
7/3/19,Sprout (16),AVANGAR (14),"cch
                      Cache",ECS Season 7 Europe Pinnacle Cup
7/3/19,Sprout (17),AVANGAR (19),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
7/3/19,Epsilon (16),x6tence Galaxy (11),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
7/3/19,Epsilon (12),x6tence Galaxy (16),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
7/3/19,Epsilon (16),x6tence Galaxy (11),"cch
                      Cache",ECS Season 7 Europe Pinnacle Cup
7/3/19,Vitality (16),AGO (6),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
7/3/19,Vitality (13),AGO (16),"cch
                      Cache",ECS Season 7 Europe Pinnacle Cup
7/3/19,Vitality (16),AGO (8),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
7/3/19,Unicorns of Love (14),ALTERNATE aTTaX (16),"cch
                      Cache",ESEA MDL Season 30 Europe
7/3/19,Vitality (16),Movistar Riders (9),"cch
                      Cache",ESEA MDL Season 30 Europe
7/3/19,Epsilon (11),forZe (16),"inf
                      Inferno",ESEA MDL Season 30 Europe
7/3/19,IPET (16),Vital Spark (3),"mrg
                      Mirage",IEM Sydney 2019 Greater China Open Qualifier 1
7/3/19,Vital Spark (11),IPET (16),"nuke
                      Nuke",IEM Sydney 2019 Greater China Open Qualifier 1
7/3/19,DWFN (6),2990 (16),"inf
                      Inferno",IEM Sydney 2019 East Asia Open Qualifier 1
7/3/19,2990 (16),DWFN (8),"ovp
                      Overpass",IEM Sydney 2019 East Asia Open Qualifier 1
7/3/19,UnkerJohn (9),Alpha Red (16),"nuke
                      Nuke",IEM Sydney 2019 Southeast Asia Open Qualifier 1
7/3/19,Alpha Red (16),UnkerJohn (14),"d2
                      Dust2",IEM Sydney 2019 Southeast Asia Open Qualifier 1
7/3/19,Ground Zero (11),Paradox (16),"inf
                      Inferno",ESEA MDL Season 30 Australia
7/3/19,Grayhound (16),Chiefs (4),"inf
                      Inferno",ESEA MDL Season 30 Australia
7/3/19,D13 (16),Ignis (11),"mrg
                      Mirage",IEM Sydney 2019 East Asia Open Qualifier 1
7/3/19,Ignis (12),D13 (16),"inf
                      Inferno",IEM Sydney 2019 East Asia Open Qualifier 1
7/3/19,Lynn Vision (6),EHOME (16),"d2
                      Dust2",IEM Sydney 2019 Greater China Open Qualifier 1
7/3/19,EHOME (16),Lynn Vision (14),"inf
                      Inferno",IEM Sydney 2019 Greater China Open Qualifier 1
7/3/19,R!OT (14),Astral Influence (16),"mrg
                      Mirage",ESEA MDL Season 30 Australia
7/3/19,Athletico (11),AVANT (16),"inf
                      Inferno",LPL Pro League Season 1
7/3/19,Paradox (11),Genuine (16),"mrg
                      Mirage",LPL Pro League Season 1
7/3/19,Chiefs (16),PC419 (2),"inf
                      Inferno",ESEA MDL Season 30 Australia
7/3/19,Entity (16),RRQ (10),"trn
                      Train",IEM Sydney 2019 Southeast Asia Open Qualifier 1
7/3/19,Entity (22),RRQ (20),"mrg
                      Mirage",IEM Sydney 2019 Southeast Asia Open Qualifier 1
7/3/19,RRQ (16),Entity (8),"inf
                      Inferno",IEM Sydney 2019 Southeast Asia Open Qualifier 1
7/3/19,Grayhound (16),Content (4),"nuke
                      Nuke",ESEA MDL Season 30 Australia
7/3/19,Genuine (3),Chiefs (16),"inf
                      Inferno",LPL Pro League Season 1
7/3/19,Chiefs (16),Breakaway (4),"ovp
                      Overpass",LPL Pro League Season 1
7/3/19,Bad News Bears (16),Infamous (6),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,Infamous (32),Bad News Bears (34),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Party Astronauts (16),iNTACT (7),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,Party Astronauts (10),iNTACT (16),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
7/3/19,iNTACT (17),Party Astronauts (19),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Final Feature (16),Hysteria (14),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Hysteria (16),Final Feature (9),"cch
                      Cache",ECS Season 7 North America Pinnacle Cup
7/3/19,Hysteria (13),Final Feature (16),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,MASSIVEimpact (17),TeamOne (19),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,TeamOne (15),MASSIVEimpact (19),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,TeamOne (16),MASSIVEimpact (14),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,Zone (16),Old Guys Club (11),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,Zone (8),Old Guys Club (16),"cch
                      Cache",ECS Season 7 North America Pinnacle Cup
7/3/19,Old Guys Club (10),Zone (16),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Denial (17),INTZ (19),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
7/3/19,INTZ (16),Denial (10),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,The Quest (16),Mythic (11),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
7/3/19,The Quest (16),Mythic (7),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
7/3/19,Singularity (16),FURIA (10),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,Singularity (16),FURIA (14),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,FURIA (19),Singularity (17),"cch
                      Cache",ECS Season 7 North America Pinnacle Cup
7/3/19,The Fundamentals (19),Luminosity (16),"inf
                      Inferno",ESEA MDL Season 30 North America
7/3/19,The Quest (13),Denial (16),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,Denial (16),The Quest (3),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
7/3/19,INTZ (16),Party Astronauts (8),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,Party Astronauts (11),INTZ (16),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
7/3/19,Mythic (16),Zone (13),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,Mythic (9),Zone (16),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Mythic (16),Zone (4),"d2
                      Dust2",ECS Season 7 North America Pinnacle Cup
7/3/19,Bad News Bears (7),Singularity (16),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,Singularity (11),Bad News Bears (16),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,Singularity (19),Bad News Bears (17),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,MASSIVEimpact (16),Old Guys Club (11),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,Old Guys Club (16),MASSIVEimpact (10),"cch
                      Cache",ECS Season 7 North America Pinnacle Cup
7/3/19,Old Guys Club (13),MASSIVEimpact (16),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,Hysteria (7),Infamous (16),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,Infamous (16),Hysteria (3),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
7/3/19,Hysteria (16),Infamous (4),"nuke
                      Nuke",ECS Season 7 North America Pinnacle Cup
7/3/19,Final Feature (8),iNTACT (16),"ovp
                      Overpass",ECS Season 7 North America Pinnacle Cup
7/3/19,iNTACT (16),Final Feature (8),"inf
                      Inferno",ECS Season 7 North America Pinnacle Cup
7/3/19,TeamOne (5),FURIA (16),"trn
                      Train",ECS Season 7 North America Pinnacle Cup
7/3/19,FURIA (16),TeamOne (9),"mrg
                      Mirage",ECS Season 7 North America Pinnacle Cup
6/3/19,INTZ.Academy (11),Imperial (16),"mrg
                      Mirage",Dell Gaming Liga Pro Season 1 - #3 MAR/19
6/3/19,Imperial (16),INTZ.Academy (14),"inf
                      Inferno",Dell Gaming Liga Pro Season 1 - #3 MAR/19
6/3/19,Valiance (16),AVANGAR (13),"d2
                      Dust2",ECS Season 7 Europe Pinnacle Cup
6/3/19,AVANGAR (8),Valiance (16),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
6/3/19,Chaos (16),Winstrike (13),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
6/3/19,Chaos (16),Winstrike (12),"d2
                      Dust2",ECS Season 7 Europe Pinnacle Cup
6/3/19,AGO (3),forZe (16),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
6/3/19,forZe (16),AGO (4),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
6/3/19,Heroic (16),Spirit (10),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
6/3/19,Heroic (16),Spirit (12),"nuke
                      Nuke",ECS Season 7 Europe Pinnacle Cup
6/3/19,Heroic (14),Spirit (16),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
6/3/19,Nemiga (6),Vitality (16),"d2
                      Dust2",ECS Season 7 Europe Pinnacle Cup
6/3/19,Nemiga (11),Vitality (16),"ovp
                      Overpass",ECS Season 7 Europe Pinnacle Cup
6/3/19,Nemiga (16),Vitality (13),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
6/3/19,Movistar Riders (13),Epsilon (16),"mrg
                      Mirage",ECS Season 7 Europe Pinnacle Cup
6/3/19,Movistar Riders (8),Epsilon (16),"inf
                      Inferno",ECS Season 7 Europe Pinnacle Cup
