"","date","team1","team2","map","event"
"6193","26/5/19","Lyngby Vikings (13)","Denzaaaa (16)","trn
                      Train","Europe Minor Open Qualifier 1 - StarLadder Major 2019"
"6194","26/5/19","finkatt (14)","NoChance (16)","nuke
                      Nuke","Europe Minor Open Qualifier 1 - StarLadder Major 2019"
"6195","26/5/19","GameAgents (14)","Sprout (16)","mrg
                      Mirage","Europe Minor Open Qualifier 1 - StarLadder Major 2019"
"6196","26/5/19","Epsilon (16)","Ambush (8)","trn
                      Train","Europe Minor Open Qualifier 1 - StarLadder Major 2019"
"6197","26/5/19","eSuba (6)","Dark Tigers (16)","mrg
                      Mirage","Tiger Masters Season 5 Qualifier 1"
"6198","26/5/19","Dark Tigers (16)","eSuba (13)","nuke
                      Nuke","Tiger Masters Season 5 Qualifier 1"
"6199","26/5/19","Izako Boars (10)","Nemiga (16)","inf
                      Inferno","UCC Summer Smash"
"6200","26/5/19","Nemiga (16)","Izako Boars (6)","d2
                      Dust2","UCC Summer Smash"
"6201","26/5/19","Nemiga (5)","Izako Boars (16)","nuke
                      Nuke","UCC Summer Smash"
"6202","26/5/19","TOLY (16)","Sinister5 (12)","trn
                      Train","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6203","26/5/19","TOLY (16)","Sinister5 (11)","d2
                      Dust2","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6204","26/5/19","Goliath (16)","ViNCO (1)","mrg
                      Mirage","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6205","26/5/19","Goliath (16)","ViNCO (9)","inf
                      Inferno","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6206","26/5/19","FFAmix (16)","NOM (8)","ovp
                      Overpass","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6207","26/5/19","FFAmix (16)","NOM (14)","d2
                      Dust2","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6208","26/5/19","NOM (16)","FFAmix (10)","inf
                      Inferno","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6209","26/5/19","Absolute Legends (16)","Gravity (10)","trn
                      Train","Tiger Masters Season 5 Qualifier 1"
"6210","26/5/19","Gravity (5)","Absolute Legends (16)","d2
                      Dust2","Tiger Masters Season 5 Qualifier 1"
"6211","26/5/19","SJ (13)","Virtus.pro (16)","nuke
                      Nuke","UCC Summer Smash"
"6212","26/5/19","Virtus.pro (16)","SJ (9)","trn
                      Train","UCC Summer Smash"
"6213","26/5/19","Exdee (3)","Energy (16)","nuke
                      Nuke","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6214","26/5/19","Energy (16)","Exdee (8)","ovp
                      Overpass","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6215","26/5/19","Exdee (16)","Energy (7)","mrg
                      Mirage","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6216","26/5/19","Ladon (5)","Big 5 (16)","d2
                      Dust2","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6217","26/5/19","Big 5 (16)","Ladon (5)","inf
                      Inferno","Asia Minor CSA Closed Qualifier - StarLadder Major 2019"
"6218","26/5/19","x-kom (16)","PACT (3)","nuke
                      Nuke","Games Clash Masters 2019 - MEET POINT"
"6219","26/5/19","x-kom (16)","PACT (13)","trn
                      Train","Games Clash Masters 2019 - MEET POINT"
"6220","26/5/19","Liquid (16)","NRG (13)","vtg
                      Vertigo","cs_summit 4"
"6221","26/5/19","NRG (16)","Liquid (12)","d2
                      Dust2","cs_summit 4"
"6222","26/5/19","Liquid (16)","Renegades (11)","d2
                      Dust2","cs_summit 4"
"6223","25/5/19","Renegades (8)","Liquid (16)","nuke
                      Nuke","cs_summit 4"
"6224","25/5/19","Vitality (13)","Renegades (16)","mrg
                      Mirage","cs_summit 4"
"6225","25/5/19","Furious (10)","Denial (16)","d2
                      Dust2","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6226","25/5/19","Denial (16)","Furious (4)","inf
                      Inferno","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6227","25/5/19","Furious (19)","Denial (16)","mrg
                      Mirage","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6228","25/5/19","The Quest (13)","FURIA (16)","nuke
                      Nuke","ESEA MDL Season 31 North America"
"6229","25/5/19","Vitality (16)","Renegades (14)","vtg
                      Vertigo","cs_summit 4"
"6230","25/5/19","DETONA (16)","9z (1)","mrg
                      Mirage","ESL LA League Season 4 Finals"
"6231","25/5/19","9z (3)","DETONA (16)","inf
                      Inferno","ESL LA League Season 4 Finals"
"6232","25/5/19","DETONA (11)","9z (16)","ovp
                      Overpass","ESL LA League Season 4 Finals"
"6233","25/5/19","ENCE (14)","Ghost (16)","ovp
                      Overpass","cs_summit 4"
"6234","25/5/19","Ghost (6)","ENCE (16)","mrg
                      Mirage","cs_summit 4"
"6235","25/5/19","W7M (16)","Denial (2)","trn
                      Train","ESL LA League Season 4 Finals"
"6236","25/5/19","Denial (11)","W7M (16)","nuke
                      Nuke","ESL LA League Season 4 Finals"
"6237","25/5/19","Vitality (9)","ENCE (16)","nuke
                      Nuke","cs_summit 4"
"6238","25/5/19","NOM (13)","NASR (16)","inf
                      Inferno","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6239","25/5/19","NOM (7)","NASR (16)","d2
                      Dust2","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6240","25/5/19","NASR (12)","NOM (16)","ovp
                      Overpass","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6241","25/5/19","Aequus (19)","FFAmix (22)","inf
                      Inferno","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6242","25/5/19","FFAmix (16)","Aequus (14)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6243","25/5/19","pro100 (16)","Warthox (8)","inf
                      Inferno","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6244","25/5/19","pro100 (16)","Warthox (13)","d2
                      Dust2","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6245","25/5/19","EXTREMUM (8)","Unique (16)","trn
                      Train","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6246","25/5/19","Unique (16)","EXTREMUM (12)","nuke
                      Nuke","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6247","25/5/19","Absolute Legends (15)","eSuba (19)","trn
                      Train","Tiger Masters Season 5 Qualifier 1"
"6248","25/5/19","eSuba (16)","Absolute Legends (13)","inf
                      Inferno","Tiger Masters Season 5 Qualifier 1"
"6249","25/5/19","ENCE (7)","Vitality (16)","ovp
                      Overpass","cs_summit 4"
"6250","25/5/19","Se7en (12)","pro100 (16)","inf
                      Inferno","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6251","25/5/19","Warthox (16)","Espada (11)","d2
                      Dust2","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6252","25/5/19","E (12)","Unique (16)","trn
                      Train","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6253","25/5/19","N4M1N0R (12)","EXTREMUM (16)","d2
                      Dust2","CIS Minor Open Qualifier 1 - StarLadder Major 2019"
"6254","25/5/19","Nordavind (16)","Stabæk Momentum (8)","ovp
                      Overpass","Telia League Spring 2019"
"6255","25/5/19","Nordavind (16)","Stabæk Momentum (7)","d2
                      Dust2","Telia League Spring 2019"
"6256","25/5/19","Dark Tigers (16)","Gravity (4)","mrg
                      Mirage","Tiger Masters Season 5 Qualifier 1"
"6257","25/5/19","Dark Tigers (16)","Gravity (6)","inf
                      Inferno","Tiger Masters Season 5 Qualifier 1"
"6258","25/5/19","Dark Tigers (9)","Gravity (16)","d2
                      Dust2","Tiger Masters Season 5 Qualifier 1"
"6259","25/5/19","Codewise Unicorns (6)","x-kom (16)","d2
                      Dust2","Games Clash Masters 2019 - MEET POINT"
"6260","25/5/19","x-kom (16)","Codewise Unicorns (8)","nuke
                      Nuke","Games Clash Masters 2019 - MEET POINT"
"6261","25/5/19","Apeks (16)","Riddle (9)","ovp
                      Overpass","Telia League Spring 2019"
"6262","25/5/19","Riddle (15)","Apeks (19)","vtg
                      Vertigo","Telia League Spring 2019"
"6263","25/5/19","Aequus (16)","Italy (12)","inf
                      Inferno","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6264","25/5/19","Aequus (16)","Italy (5)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6265","25/5/19","PACT (16)","Izako Boars (14)","nuke
                      Nuke","Games Clash Masters 2019 - MEET POINT"
"6266","25/5/19","Izako Boars (9)","PACT (16)","inf
                      Inferno","Games Clash Masters 2019 - MEET POINT"
"6267","25/5/19","Renegades (13)","Ghost (16)","inf
                      Inferno","cs_summit 4"
"6268","25/5/19","Malvinas (12)","Furious (16)","mrg
                      Mirage","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6269","25/5/19","Denial (16)","Fit-Pel (8)","ovp
                      Overpass","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6270","25/5/19","Polar Ace (11)","FURIA (16)","nuke
                      Nuke","ESEA MDL Season 31 North America"
"6271","25/5/19","Ghost (16)","Renegades (14)","d2
                      Dust2","cs_summit 4"
"6272","25/5/19","Singularity (12)","FURIA (16)","nuke
                      Nuke","ESEA MDL Season 31 North America"
"6273","24/5/19","NRG (16)","Ghost (9)","nuke
                      Nuke","cs_summit 4"
"6274","24/5/19","Ghost (5)","NRG (16)","mrg
                      Mirage","cs_summit 4"
"6275","24/5/19","ENCE (3)","NRG (16)","ovp
                      Overpass","cs_summit 4"
"6276","24/5/19","Liquid (11)","MIBR (16)","inf
                      Inferno","ECS Season 7 North America Week 5"
"6277","24/5/19","Liquid (13)","MIBR (16)","mrg
                      Mirage","ECS Season 7 North America Week 5"
"6278","24/5/19","Liquid (16)","MIBR (4)","ovp
                      Overpass","ECS Season 7 North America Week 5"
"6279","24/5/19","Tribo Fu (8)","paiN (16)","trn
                      Train","Aorus League 2019 #2 Brazil"
"6280","24/5/19","Tribo Fu (12)","paiN (16)","ovp
                      Overpass","Aorus League 2019 #2 Brazil"
"6281","24/5/19","NRG (13)","ENCE (16)","trn
                      Train","cs_summit 4"
"6282","24/5/19","Malvinas (14)","Reapers (16)","d2
                      Dust2","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6283","24/5/19","Malvinas (14)","Reapers (16)","ovp
                      Overpass","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6284","24/5/19","Malvinas (16)","Reapers (13)","mrg
                      Mirage","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6285","24/5/19","Redemption POA (16)","Furious (10)","trn
                      Train","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6286","24/5/19","Redemption POA (15)","Furious (19)","mrg
                      Mirage","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6287","24/5/19","Furious (9)","Redemption POA (16)","d2
                      Dust2","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6288","24/5/19","Denial (9)","9z (16)","inf
                      Inferno","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6289","24/5/19","9z (16)","Denial (8)","ovp
                      Overpass","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6290","24/5/19","9z (14)","Denial (16)","mrg
                      Mirage","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6291","24/5/19","Fit-Pel (11)","SpaceStress (16)","nuke
                      Nuke","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6292","24/5/19","SpaceStress (16)","Fit-Pel (7)","inf
                      Inferno","Americas Minor South America Open Qualifier 2 - StarLadder Major 2019"
"6293","24/5/19","FASTLOSE (13)","fightclub (16)","mrg
                      Mirage","King of Nordic Season 14"
"6294","24/5/19","ENCE (3)","Liquid (16)","d2
                      Dust2","cs_summit 4"
"6295","24/5/19","Highscore (12)","fightclub (16)","ovp
                      Overpass","King of Nordic Season 14"
"6296","24/5/19","Liquid (14)","ENCE (16)","nuke
                      Nuke","cs_summit 4"
"6297","24/5/19","fnatic (5)","OpTic (16)","vtg
                      Vertigo","ECS Season 7 Europe Week 5"
"6298","24/5/19","fnatic (14)","OpTic (16)","nuke
                      Nuke","ECS Season 7 Europe Week 5"
"6299","24/5/19","fnatic (16)","OpTic (12)","inf
                      Inferno","ECS Season 7 Europe Week 5"
"6300","24/5/19","Aequus (14)","NASR (16)","inf
                      Inferno","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6301","24/5/19","FFAmix (16)","Ramadanpeek (11)","d2
                      Dust2","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6302","24/5/19","Ramadanpeek (9)","FFAmix (16)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6303","24/5/19","Aequus (16)","NASR (11)","ovp
                      Overpass","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6304","24/5/19","NASR (16)","Aequus (14)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6305","24/5/19","Nettisankarit (3)","fightclub (16)","d2
                      Dust2","King of Nordic Season 14"
"6306","24/5/19","Liquid (12)","Vitality (16)","mrg
                      Mirage","cs_summit 4"
"6307","24/5/19","AGO (16)","Sharks (11)","inf
                      Inferno","GameAgents League Season 3"
"6308","24/5/19","Liquid (3)","Vitality (16)","nuke
                      Nuke","cs_summit 4"
"6309","24/5/19","Nemiga (16)","FrenchFrogs (13)","inf
                      Inferno","GameAgents League Season 3"
"6310","24/5/19","nonamer5 (11)","NOM (16)","vtg
                      Vertigo","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6311","24/5/19","NOM (9)","nonamer5 (16)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6312","24/5/19","NOM (16)","nonamer5 (5)","d2
                      Dust2","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6313","24/5/19","Italy (16)","Portal (5)","mrg
                      Mirage","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6314","24/5/19","Portal (10)","Italy (16)","d2
                      Dust2","Asia Minor MENA Closed Qualifier - StarLadder Major 2019"
"6315","24/5/19","Winstrike (16)","Sharks (5)","mrg
                      Mirage","UCC Summer Smash"
"6316","24/5/19","Sharks (16)","Winstrike (11)","trn
                      Train","UCC Summer Smash"
"6317","24/5/19","Sharks (14)","Winstrike (16)","d2
                      Dust2","UCC Summer Smash"
"6318","24/5/19","Alpha Red (16)","BOOT (9)","d2
                      Dust2","Asia Minor SEA Closed Qualifier - StarLadder Major 2019"
